District,Building Type,Rooms,Area,Floor,Renovation,Price
Կենտրոն,Քարե,3,77,4,Պետական վիճակ,195000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",3,100,2,Զրոյական վիճակ,120000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",3,67,2,Զրոյական վիճակ,118000.0
Կենտրոն,Մոնոլիտ,2,49,13,Կապիտալ,83500.0
Կենտրոն,Քարե,3,93,6,Կապիտալ,260000.0
Կենտրոն,Պանելային,3,92,8,Կապիտալ,255000.0
Դավթաշեն,Մոնոլիտ,2,72,12,Դիզայներական,125000.0
Նոր Նորք,Մոնոլիտ,3,61,3,Կապիտալ,90000.0
Քանաքեռ Զեյթուն,Պանելային,3,65,10,Դիզայներական,129000.0
Աջափնյակ,Պանելային,1,42,2,Պետական վիճակ,59000.0
Արաբկիր,Քարե,2,50,1,Նորմալ վիճակ,61000.0
Կենտրոն,Պանելային,1,46,10,Կապիտալ,150000.0
Արաբկիր,Պանելային,2,43,3,Պետական վիճակ,71900.0
Քանաքեռ Զեյթուն,Պանելային,2,50,8,Կապիտալ,77000.0
Նորք Մարաշ,"Քարե, Նորակառույց",2,33,2,Կոսմետիկ,45000.0
Մալաթիա Սեբաստիա,Պանելային,2,68,2,Նորմալ վիճակ,75000.0
Արաբկիր,Մոնոլիտ,2,44,4,Կապիտալ,105000.0
Շենգավիթ,Քարե,2,43,4,Կոսմետիկ,71000.0
Արաբկիր,Քարե,3,78,3,Նորմալ վիճակ,140000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,80,2,Դիզայներական,245000.0
Աջափնյակ,Քարե,2,49,1,Կոսմետիկ,53000.0
Արաբկիր,Քարե,2,56,2,Կապիտալ,105000.0
Արաբկիր,Քարե,2,59,5,Կապիտալ,124000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",3,61,3,Կապիտալ,90000.0
Արաբկիր,Քարե,2,85,2,Կապիտալ,149000.0
Կենտրոն,Պանելային,3,92,5,Նորմալ վիճակ,125000.0
Քանաքեռ Զեյթուն,Պանելային,2,65,1,Դիզայներական,100000.0
Արաբկիր,Քարե,3,120,5,Կոսմետիկ,133000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,117,5,Դիզայներական,230000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,60,3,Զրոյական վիճակ,92000.0
Դավթաշեն,Պանելային,2,35,7,Կապիտալ,65000.0
Էրեբունի,Քարե,3,82,2,Կապիտալ,123000.0
Դավթաշեն,Պանելային,2,63,11,Կոսմետիկ,84000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,104,9,Դիզայներական,270000.0
Քանաքեռ Զեյթուն,Կասետային,2,50,1,Կապիտալ,75000.0
Արաբկիր,Քարե,2,56,4,Նորմալ վիճակ,81500.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",3,74,5,Զրոյական վիճակ,128000.0
Նոր Նորք,Քարե,1,46,4,Զրոյական վիճակ,63500.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,80,13,Զրոյական վիճակ,154000.0
Արաբկիր,Պանելային,3,94,2,Կապիտալ,160000.0
Արաբկիր,Պանելային,2,63,2,Կապիտալ,155500.0
Շենգավիթ,Պանելային,1,38,1,Զրոյական վիճակ,41500.0
Արաբկիր,Պանելային,3,76,6,Դիզայներական,139000.0
Դավթաշեն,Պանելային,4,96,12,Կապիտալ,136000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",2,83,3,Կապիտալ,86500.0
Նոր Նորք,Քարե,2,47,1,Կապիտալ,48000.0
Արաբկիր,Պանելային,3,100,13,Դիզայներական,180000.0
Արաբկիր,Պանելային,2,46,4,Կապիտալ,91000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",3,74,12,Կապիտալ,165000.0
Արաբկիր,Քարե,2,58,2,Կապիտալ,120000.0
Դավթաշեն,Պանելային,3,74,6,Կապիտալ,117500.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",3,84,3,Զրոյական վիճակ,100000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,52,13,Զրոյական վիճակ,115869.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",1,45,6,Նորմալ վիճակ,73000.0
Դավթաշեն,Մոնոլիտ,3,92,8,Կապիտալ,145000.0
Քանաքեռ Զեյթուն,Քարե,4,122,3,Դիզայներական,235000.0
Կենտրոն,Այլ,2,56,4,Կապիտալ,231000.0
Արաբկիր,Քարե,2,73,2,Պետական վիճակ,162000.0
Քանաքեռ Զեյթուն,Քարե,5,120,1,Նորմալ վիճակ,138000.0
Արաբկիր,Քարե,3,95,4,Պետական վիճակ,149000.0
Կենտրոն,Պանելային,3,95,7,Կապիտալ,245000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,35,4,Դիզայներական,65000.0
Նոր Նորք,Պանելային,4,90,3,Նորմալ վիճակ,103000.0
Նոր Նորք,Պանելային,2,50,3,Նորմալ վիճակ,64500.0
Արաբկիր,Քարե,3,84,2,Կապիտալ,180000.0
Արաբկիր,Քարե,2,45,2,Կապիտալ,102000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",3,73,3,Դիզայներական,260000.0
Կենտրոն,Քարե,2,35,3,Դիզայներական,130000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,63,8,Դիզայներական,200000.0
Արաբկիր,Պանելային,3,66,7,Նորմալ վիճակ,132000.0
Արաբկիր,Մոնոլիտ,3,115,20,Կապիտալ,204000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,58,6,Զրոյական վիճակ,95000.0
Քանաքեռ Զեյթուն,Պանելային,2,68,8,Կապիտալ,102000.0
Նոր Նորք,Պանելային,2,36,4,Կապիտալ,67000.0
Ավան,Պանելային,1,45,9,Կապիտալ,76000.0
Արաբկիր,Քարե,3,84,2,Նորմալ վիճակ,180000.0
Դավթաշեն,Պանելային,3,80,5,Կապիտալ,130000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,38,7,Կապիտալ,99000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,47,6,Կապիտալ,113000.0
Արաբկիր,Քարե,3,65,3,Կապիտալ,125000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,74,12,Կապիտալ,165000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,56,10,Կապիտալ,148000.0
Քանաքեռ Զեյթուն,Պանելային,3,64,2,Նորմալ վիճակ,82000.0
Քանաքեռ Զեյթուն,Քարե,3,76,4,Նորմալ վիճակ,110000.0
Շենգավիթ,Քարե,4,100,1,Կապիտալ,113000.0
Աջափնյակ,Քարե,2,56,3,Կապիտալ,86000.0
Քանաքեռ Զեյթուն,Քարե,1,29,4,Պետական վիճակ,63000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",3,94,7,Զրոյական վիճակ,125000.0
Կենտրոն,Պանելային,3,74,2,Պետական վիճակ,194000.0
Աջափնյակ,Պանելային,3,80,7,Դիզայներական,143000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,55,8,Զրոյական վիճակ,262000.0
Կենտրոն,Պանելային,1,54,7,Նորմալ վիճակ,120000.0
Նոր Նորք,Պանելային,5,98,1,Կապիտալ,98000.0
Մալաթիա Սեբաստիա,Պանելային,4,92,9,Կապիտալ,160000.0
Կենտրոն,Քարե,2,65,4,Նորմալ վիճակ,145000.0
Դավթաշեն,Պանելային,3,76,8,Դիզայներական,148000.0
Աջափնյակ,Պանելային,3,64,12,Կապիտալ,83683.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",1,36,4,Կապիտալ,90000.0
Դավթաշեն,Պանելային,2,67,3,Կապիտալ,105000.0
Կենտրոն,Պանելային,2,62,4,Կապիտալ,115000.0
Արաբկիր,Քարե,3,75,2,Կապիտալ,159000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,65,7,Կապիտալ,167000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",1,42,6,Զրոյական վիճակ,90000.0
Դավթաշեն,Պանելային,2,66,10,Կապիտալ,110000.0
Քանաքեռ Զեյթուն,Պանելային,1,32,2,Նորմալ վիճակ,52000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,46,7,Կապիտալ,85000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,52,8,Զրոյական վիճակ,122000.0
Մալաթիա Սեբաստիա,Քարե,3,71,2,Նորմալ վիճակ,75000.0
Արաբկիր,Քարե,1,43,5,Կապիտալ,88000.0
Կենտրոն,Քարե,3,63,3,Կապիտալ,158000.0
Ավան,Քարե,2,60,5,Կապիտալ,70809.0
Կենտրոն,Քարե,3,70,3,Նորմալ վիճակ,190000.0
Մալաթիա Սեբաստիա,Պանելային,2,38,13,Կապիտալ,59000.0
Դավթաշեն,Պանելային,1,45,3,Դիզայներական,80000.0
Աջափնյակ,Պանելային,3,63,3,Կապիտալ,96000.0
Քանաքեռ Զեյթուն,Քարե,1,41,4,Նորմալ վիճակ,64000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,56,3,Կապիտալ,121000.0
Քանաքեռ Զեյթուն,Պանելային,2,42,9,Կապիտալ,92000.0
Կենտրոն,Քարե,2,74,4,Պետական վիճակ,210000.0
Արաբկիր,Պանելային,1,54,8,Կապիտալ,87000.0
Արաբկիր,Քարե,2,38,4,Դիզայներական,108000.0
Արաբկիր,Քարե,2,62,4,Կապիտալ,210000.0
Նոր Նորք,Պանելային,2,67,1,Կապիտալ,80000.0
Նոր Նորք,Քարե,3,80,4,Կապիտալ,88000.0
Ավան,"Մոնոլիտ, Նորակառույց",2,57,2,Զրոյական վիճակ,87000.0
Կենտրոն,Պանելային,4,87,5,Կապիտալ,156000.0
Արաբկիր,Պանելային,2,53,9,Դիզայներական,150000.0
Աջափնյակ,Քարե,1,32,2,Նորմալ վիճակ,62000.0
Դավթաշեն,Պանելային,2,55,9,Կապիտալ,84000.0
Էրեբունի,Քարե,2,42,2,Դիզայներական,77000.0
Նոր Նորք,Քարե,2,47,1,Կապիտալ,51000.0
Քանաքեռ Զեյթուն,Պանելային,2,50,1,Կապիտալ,76000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",2,56,14,Զրոյական վիճակ,78000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",3,76,14,Զրոյական վիճակ,105000.0
Կենտրոն,Պանելային,3,87,5,Կապիտալ,156000.0
Դավթաշեն,Պանելային,3,77,2,Դիզայներական,133000.0
Շենգավիթ,Քարե,3,50,5,Դիզայներական,98000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,50,13,Դիզայներական,260000.0
Շենգավիթ,Պանելային,4,90,2,Կապիտալ,149000.0
Շենգավիթ,Պանելային,3,78,1,Կապիտալ,120000.0
Արաբկիր,Քարե,2,74,4,Կապիտալ,150000.0
Շենգավիթ,Քարե,4,72,2,Դիզայներական,131500.0
Աջափնյակ,Քարե,3,105,2,Կապիտալ,137000.0
Արաբկիր,Քարե,3,105,2,Կապիտալ,175000.0
Աջափնյակ,Պանելային,4,104,7,Կապիտալ,120000.0
Կենտրոն,Պանելային,2,67,7,Կապիտալ,235000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,59,2,Զրոյական վիճակ,102000.0
Արաբկիր,Պանելային,1,35,3,Նորմալ վիճակ,55000.0
Դավթաշեն,Պանելային,3,72,4,Կապիտալ,153000.0
Արաբկիր,Քարե,3,65,2,Կապիտալ,143000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,51,5,Դիզայներական,215000.0
Մալաթիա Սեբաստիա,Պանելային,2,65,2,Կապիտալ,100420.0
Արաբկիր,Քարե,2,56,3,Նորմալ վիճակ,100000.0
Կենտրոն,Մոնոլիտ,2,43,10,Դիզայներական,129000.0
Մալաթիա Սեբաստիա,Քարե,3,65,2,Կապիտալ,142000.0
Քանաքեռ Զեյթուն,Պանելային,2,62,3,Նորմալ վիճակ,76500.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",2,53,1,Կապիտալ,88000.0
Արաբկիր,Քարե,3,70,3,Նորմալ վիճակ,138000.0
Արաբկիր,Պանելային,3,81,1,Կապիտալ,155000.0
Քանաքեռ Զեյթուն,Պանելային,3,74,3,Կապիտալ,92000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,55,5,Կապիտալ,111000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,50,13,Զրոյական վիճակ,109000.0
Շենգավիթ,Քարե,2,65,2,Կապիտալ,141000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,61,6,Դիզայներական,150000.0
Կենտրոն,Պանելային,3,120,6,Կապիտալ,190000.0
Արաբկիր,Պանելային,3,83,3,Կապիտալ,155000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,84,5,Կապիտալ,220000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,104,9,Կապիտալ,270000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",1,38,4,Զրոյական վիճակ,72000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,52,3,Կապիտալ,128000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,73,12,Զրոյական վիճակ,165000.0
Կենտրոն,Քարե,2,60,3,Կապիտալ,250000.0
Նոր Նորք,Պանելային,3,70,7,Դիզայներական,83000.0
Արաբկիր,Քարե,2,52,1,Դիզայներական,93000.0
Էրեբունի,Քարե,3,93,5,Կապիտալ,110000.0
Քանաքեռ Զեյթուն,Աղյուսե,3,90,4,Պետական վիճակ,150000.0
Կենտրոն,Պանելային,3,67,8,Դիզայներական,138000.0
Էրեբունի,Պանելային,4,100,3,Նորմալ վիճակ,110000.0
Արաբկիր,Քարե,4,95,1,Նորմալ վիճակ,153000.0
Էրեբունի,Քարե,3,91,2,Կապիտալ,118000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,76,7,Դիզայներական,220000.0
Քանաքեռ Զեյթուն,Պանելային,3,78,5,Պետական վիճակ,95000.0
Արաբկիր,Քարե,2,57,4,Կապիտալ,140000.0
Արաբկիր,Քարե,3,92,3,Կապիտալ,179000.0
Արաբկիր,Քարե,3,70,3,Նորմալ վիճակ,160000.0
Էրեբունի,Պանելային,3,92,4,Պետական վիճակ,125000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,68,9,Կապիտալ,202000.0
Արաբկիր,Պանելային,2,55,1,Կապիտալ,150000.0
Կենտրոն,Պանելային,3,89,3,Նորմալ վիճակ,173000.0
Արաբկիր,Քարե,2,60,5,Կապիտալ,115000.0
Քանաքեռ Զեյթուն,Քարե,3,78,2,Կապիտալ,110000.0
Կենտրոն,Պանելային,1,42,5,Կապիտալ,146000.0
Նոր Նորք,Քարե,3,79,4,Պետական վիճակ,88000.0
Դավթաշեն,Մոնոլիտ,3,120,14,Կապիտալ,270000.0
Արաբկիր,Պանելային,2,52,7,Կապիտալ,90000.0
Մալաթիա Սեբաստիա,Պանելային,2,67,2,Կոսմետիկ,69000.0
Արաբկիր,Քարե,2,56,2,Կապիտալ,140000.0
Շենգավիթ,Պանելային,3,84,12,Կապիտալ,150000.0
Արաբկիր,Քարե,2,45,5,Կապիտալ,98000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,76,2,Զրոյական վիճակ,99000.0
Քանաքեռ Զեյթուն,Պանելային,3,100,8,Կապիտալ,120000.0
Կենտրոն,Քարե,2,39,4,Կապիտալ,136000.0
Արաբկիր,Քարե,3,97,5,Նորմալ վիճակ,138000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,70,3,Զրոյական վիճակ,148000.0
Արաբկիր,Քարե,3,57,2,Կապիտալ,139500.0
Կենտրոն,Քարե,3,93,3,Կապիտալ,224500.0
Աջափնյակ,Պանելային,2,62,14,Դիզայներական,85000.0
Արաբկիր,Քարե,3,60,4,Կապիտալ,105000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",4,110,4,Դիզայներական,255000.0
Նոր Նորք,Մոնոլիտ,3,62,2,Պետական վիճակ,80000.0
Արաբկիր,Պանելային,3,84,7,Կապիտալ,143000.0
Արաբկիր,Քարե,1,32,4,Կապիտալ,75000.0
Դավթաշեն,Պանելային,2,52,14,Կապիտալ,70000.0
Կենտրոն,Պանելային,2,72,6,Նորմալ վիճակ,165000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",3,120,1,Պետական վիճակ,180000.0
Շենգավիթ,Քարե,4,100,1,Նորմալ վիճակ,84000.0
Մալաթիա Սեբաստիա,Քարե,3,77,1,Նորմալ վիճակ,110000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,117,5,Կապիտալ,240000.0
Նոր Նորք,Պանելային,2,71,7,Կապիտալ,83000.0
Կենտրոն,Քարե,2,68,2,Պետական վիճակ,185000.0
Մալաթիա Սեբաստիա,Պանելային,3,89,9,Նորմալ վիճակ,88000.0
Կենտրոն,Քարե,2,56,4,Կապիտալ,227000.0
Շենգավիթ,"Մոնոլիտ, Նորակառույց",3,56,6,Կապիտալ,125000.0
Շենգավիթ,Պանելային,3,90,6,Կապիտալ,130000.0
Աջափնյակ,Քարե,3,78,4,Դիզայներական,125000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",4,116,3,Կապիտալ,210000.0
Արաբկիր,Քարե,4,83,2,Նորմալ վիճակ,143000.0
Կենտրոն,Պանելային,2,41,14,Կապիտալ,85000.0
Արաբկիր,Պանելային,3,95,14,Կապիտալ,169000.0
Արաբկիր,Քարե,2,56,3,Պետական վիճակ,95000.0
Շենգավիթ,Պանելային,2,62,9,Կապիտալ,83900.0
Արաբկիր,Քարե,2,61,5,Կապիտալ,90000.0
Արաբկիր,Քարե,3,78,3,Կապիտալ,125000.0
Կենտրոն,Պանելային,2,45,10,Կապիտալ,130000.0
Դավթաշեն,Պանելային,1,54,4,Կապիտալ,85000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,75,11,Կապիտալ,175000.0
Արաբկիր,Պանելային,3,86,8,Կապիտալ,135000.0
Շենգավիթ,Քարե,3,62,3,Կապիտալ,95000.0
Կենտրոն,Պանելային,3,77,10,Կապիտալ,185000.0
Քանաքեռ Զեյթուն,Քարե,4,110,2,Կապիտալ,129000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,56,14,Կապիտալ,139000.0
Կենտրոն,Պանելային,1,40,8,Կոսմետիկ,75000.0
Ավան,"Մոնոլիտ, Նորակառույց",2,48,4,Զրոյական վիճակ,72000.0
Նոր Նորք,Պանելային,3,75,2,Կապիտալ,105000.0
Արաբկիր,Քարե,2,56,4,Կապիտալ,142000.0
Շենգավիթ,Քարե,4,130,5,Կապիտալ,162000.0
Արաբկիր,Քարե,3,57,2,Դիզայներական,139500.0
Արաբկիր,Պանելային,3,50,6,Կապիտալ,117000.0
Շենգավիթ,Պանելային,2,50,3,Կապիտալ,93000.0
