District,Building Type,Rooms,Area,Floor,Renovation,Price
Շենգավիթ,Քարե,3,65,4,Կապիտալ,98000.0
Մալաթիա Սեբաստիա,Պանելային,3,58,10,Կապիտալ,70000.0
Նոր Նորք,Պանելային,2,55,3,Կապիտալ,95000.0
Շենգավիթ,Պանելային,2,38,1,Զրոյական վիճակ,44000.0
Աջափնյակ,Քարե,3,70,2,Նորմալ վիճակ,86000.0
Կենտրոն,Պանելային,2,38,8,Կապիտալ,120000.0
Արաբկիր,Քարե,2,73,5,Նորմալ վիճակ,153000.0
Արաբկիր,Քարե,1,39,4,Դիզայներական,85000.0
Արաբկիր,Քարե,2,64,5,Պետական վիճակ,81500.0
Աջափնյակ,Քարե,2,34,5,Դիզայներական,68000.0
Կենտրոն,Քարե,3,105,5,Դիզայներական,262000.0
Էրեբունի,Պանելային,3,72,9,Նորմալ վիճակ,81000.0
Արաբկիր,Պանելային,3,80,7,Կապիտալ,153000.0
Էրեբունի,Պանելային,2,45,3,Պետական վիճակ,66000.0
Աջափնյակ,Պանելային,2,65,4,Նորմալ վիճակ,74500.0
Ավան,Պանելային,3,101,3,Կապիտալ,133000.0
Աջափնյակ,Քարե,1,30,4,Նորմալ վիճակ,51000.0
Նոր Նորք,Քարե,2,48,1,Նորմալ վիճակ,72000.0
Նոր Նորք,Պանելային,2,67,9,Կապիտալ,80000.0
Էրեբունի,Պանելային,2,55,4,Կապիտալ,77000.0
Քանաքեռ Զեյթուն,Քարե,1,32,2,Կապիտալ,53000.0
Մալաթիա Սեբաստիա,Պանելային,2,82,9,Կոսմետիկ,110000.0
Դավթաշեն,Պանելային,1,54,6,Պետական վիճակ,75000.0
Կենտրոն,Քարե,2,65,4,Դիզայներական,240000.0
Նոր Նորք,Պանելային,3,76,6,Կապիտալ,86000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,60,2,Զրոյական վիճակ,105000.0
Նոր Նորք,Պանելային,3,76,1,Կապիտալ,80000.0
Նոր Նորք,Քարե,3,65,3,Կոսմետիկ,84000.0
Մալաթիա Սեբաստիա,Քարե,1,44,3,Պետական վիճակ,56000.0
Դավթաշեն,Այլ,2,41,3,Կապիտալ,70000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,96,9,Պետական վիճակ,148000.0
Քանաքեռ Զեյթուն,Պանելային,4,79,1,Կապիտալ,112500.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,72,4,Զրոյական վիճակ,110000.0
Մալաթիա Սեբաստիա,Պանելային,2,65,8,Կապիտալ,80000.0
Մալաթիա Սեբաստիա,Պանելային,4,120,16,Կապիտալ,97000.0
Դավթաշեն,Պանելային,3,67,14,Կապիտալ,86000.0
Նոր Նորք,Պանելային,3,74,9,Կոսմետիկ,78000.0
Դավթաշեն,Պանելային,2,41,3,Կապիտալ,72000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",4,109,3,Դիզայներական,255000.0
Էրեբունի,Քարե,3,50,5,Կապիտալ,83000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",4,125,12,Կապիտալ,235000.0
Ավան,Քարե,2,58,3,Պետական վիճակ,72000.0
Աջափնյակ,Քարե,1,30,4,Նորմալ վիճակ,52000.0
Արաբկիր,Պանելային,4,86,5,Կապիտալ,170000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",2,60,2,Կապիտալ,85000.0
Նուբարաշեն,Քարե,4,97,5,Պետական վիճակ,81000.0
Արաբկիր,Քարե,3,63,5,Կապիտալ,149000.0
Քանաքեռ Զեյթուն,Պանելային,2,50,8,Կապիտալ,98000.0
Ավան,Պանելային,2,62,6,Նորմալ վիճակ,85000.0
Շենգավիթ,Քարե,3,75,2,Կապիտալ,100000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",1,35,14,Կապիտալ,84000.0
Շենգավիթ,Քարե,3,68,3,Դիզայներական,100000.0
Շենգավիթ,Քարե,3,78,2,Նորմալ վիճակ,125000.0
Ավան,Պանելային,2,56,6,Կոսմետիկ,87000.0
Մալաթիա Սեբաստիա,Պանելային,3,84,9,Նորմալ վիճակ,102000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,40,8,Կապիտալ,150000.0
Նոր Նորք,Պանելային,4,94,7,Կապիտալ,125000.0
Շենգավիթ,Պանելային,1,30,2,Պետական վիճակ,55000.0
Էրեբունի,Պանելային,3,65,8,Կապիտալ,85000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",2,72,12,Կապիտալ,130000.0
Շենգավիթ,Քարե,3,74,4,Կոսմետիկ,98000.0
Աջափնյակ,Քարե,1,30,4,Կապիտալ,55000.0
Քանաքեռ Զեյթուն,Պանելային,3,61,5,Կապիտալ,95000.0
Նոր Նորք,Պանելային,3,85,8,Նորմալ վիճակ,104000.0
Նոր Նորք,Քարե,4,94,4,Նորմալ վիճակ,105000.0
Կենտրոն,Պանելային,4,108,3,Կոսմետիկ,175000.0
Նոր Նորք,Քարե,3,71,1,Կոսմետիկ,96000.0
Շենգավիթ,Քարե,3,78,2,Կապիտալ,135000.0
Շենգավիթ,Քարե,3,56,5,Կապիտալ,230000.0
Քանաքեռ Զեյթուն,Մոնոլիտ,3,80,10,Կոսմետիկ,97000.0
Շենգավիթ,"Մոնոլիտ, Նորակառույց",2,43,1,Կապիտալ,76000.0
Շենգավիթ,Քարե,3,34,2,Կապիտալ,74000.0
Նոր Նորք,Քարե,2,55,1,Նորմալ վիճակ,67000.0
Քանաքեռ Զեյթուն,"Քարե, Նորակառույց",2,38,4,Կապիտալ,65000.0
Աջափնյակ,Քարե,3,70,4,Կապիտալ,97000.0
Էրեբունի,Պանելային,3,69,12,Կապիտալ,86000.0
Մալաթիա Սեբաստիա,Քարե,1,44,3,Նորմալ վիճակ,63000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,61,6,Կապիտալ,163000.0
Շենգավիթ,Պանելային,3,37,4,Կապիտալ,60000.0
Նոր Նորք,Պանելային,2,60,4,Կապիտալ,87000.0
Շենգավիթ,Քարե,3,45,3,Կապիտալ,72000.0
Նոր Նորք,Պանելային,1,50,1,Նորմալ վիճակ,65000.0
Նոր Նորք,Պանելային,1,41,1,Նորմալ վիճակ,59000.0
Կենտրոն,Պանելային,1,60,10,Նորմալ վիճակ,110000.0
Նոր Նորք,Քարե,4,86,5,Կոսմետիկ,99000.0
Նոր Նորք,Քարե,1,33,3,Կապիտալ,55000.0
Արաբկիր,Քարե,1,30,4,Դիզայներական,91000.0
Արաբկիր,Քարե,1,41,4,Կապիտալ,89000.0
Մալաթիա Սեբաստիա,Պանելային,1,48,3,Պետական վիճակ,56000.0
Նոր Նորք,Պանելային,4,93,3,Կապիտալ,106000.0
Կենտրոն,Քարե,1,29,1,Նորմալ վիճակ,65000.0
Ավան,Պանելային,2,48,9,Կապիտալ,66000.0
Նոր Նորք,Քարե,1,36,5,Նորմալ վիճակ,56000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,75,5,Պետական վիճակ,138000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,60,4,Դիզայներական,175000.0
Արաբկիր,Պանելային,4,129,9,Կապիտալ,182000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,69,3,Կապիտալ,180000.0
Նոր Նորք,Քարե,2,38,1,Կապիտալ,53000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,53,2,Զրոյական վիճակ,68000.0
Կենտրոն,Քարե,2,57,2,Պետական վիճակ,63000.0
Նոր Նորք,Պանելային,2,51,1,Կապիտալ,79000.0
Նոր Նորք,Կասետային,2,51,2,Նորմալ վիճակ,76000.0
Արաբկիր,Քարե,3,83,2,Նորմալ վիճակ,178000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,57,12,Պետական վիճակ,95000.0
Մալաթիա Սեբաստիա,Քարե,3,40,4,Կապիտալ,45000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,67,11,Կապիտալ,210000.0
Շենգավիթ,Քարե,3,62,1,Կապիտալ,87000.0
Քանաքեռ Զեյթուն,Քարե,2,51,1,Նորմալ վիճակ,95000.0
Նոր Նորք,Մոնոլիտ,1,41,12,Կապիտալ,55000.0
Էրեբունի,Քարե,3,72,3,Կապիտալ,90000.0
Կենտրոն,Քարե,2,70,3,Պետական վիճակ,205000.0
Կենտրոն,Պանելային,2,54,9,Կապիտալ,214000.0
Կենտրոն,Պանելային,4,73,4,Նորմալ վիճակ,260000.0
Դավթաշեն,Պանելային,4,105,12,Պետական վիճակ,127000.0
Մալաթիա Սեբաստիա,Քարե,3,77,4,Զրոյական վիճակ,76000.0
Դավթաշեն,Պանելային,4,105,12,Նորմալ վիճակ,127000.0
Արաբկիր,Պանելային,4,98,4,Նորմալ վիճակ,184000.0
Քանաքեռ Զեյթուն,Պանելային,3,50,1,Նորմալ վիճակ,65000.0
Նոր Նորք,Քարե,3,78,1,Նորմալ վիճակ,78000.0
Նոր Նորք,Պանելային,1,37,2,Նորմալ վիճակ,65000.0
Շենգավիթ,Պանելային,2,50,1,Նորմալ վիճակ,64000.0
Նոր Նորք,Մոնոլիտ,3,64,4,Կոսմետիկ,83000.0
Նոր Նորք,Մոնոլիտ,1,41,12,Կոսմետիկ,60000.0
Շենգավիթ,Քարե,4,75,3,Նորմալ վիճակ,82000.0
Աջափնյակ,"Պանելային, Նորակառույց",2,42,7,Նորմալ վիճակ,80000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,75,14,Կապիտալ,165000.0
Արաբկիր,Քարե,3,86,5,Դիզայներական,190000.0
Կենտրոն,Պանելային,2,63,4,Պետական վիճակ,175000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,75,5,Զրոյական վիճակ,133000.0
Քանաքեռ Զեյթուն,Քարե,4,74,1,Կապիտալ,112000.0
Նոր Նորք,Մոնոլիտ,2,36,4,Կոսմետիկ,48000.0
Արաբկիր,Մոնոլիտ,3,97,3,Նորմալ վիճակ,160000.0
Մալաթիա Սեբաստիա,Պանելային,3,86,5,Զրոյական վիճակ,122500.0
Արաբկիր,Մոնոլիտ,2,52,9,Դիզայներական,150000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,75,1,Դիզայներական,250000.0
Արաբկիր,Քարե,2,72,4,Դիզայներական,170000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",3,100,15,Կապիտալ,173000.0
Արաբկիր,Քարե,3,70,3,Կոսմետիկ,120000.0
Էրեբունի,Պանելային,3,73,9,Կապիտալ,110000.0
Արաբկիր,Քարե,3,90,2,Կապիտալ,230000.0
Արաբկիր,Քարե,3,70,6,Դիզայներական,165000.0
Արաբկիր,Քարե,3,81,3,Պետական վիճակ,180000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",3,71,8,Դիզայներական,125000.0
Արաբկիր,Մոնոլիտ,3,78,3,Նորմալ վիճակ,137000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,59,3,Դիզայներական,190000.0
Մալաթիա Սեբաստիա,Պանելային,3,78,4,Կոսմետիկ,95000.0
Արաբկիր,Քարե,3,94,7,Նորմալ վիճակ,190000.0
Արաբկիր,Քարե,3,66,5,Կապիտալ,138000.0
Դավթաշեն,Պանելային,4,84,9,Նորմալ վիճակ,107000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",4,102,3,Զրոյական վիճակ,170000.0
Քանաքեռ Զեյթուն,Պանելային,3,78,3,Կոսմետիկ,135000.0
Էրեբունի,Պանելային,3,91,9,Նորմալ վիճակ,148000.0
Շենգավիթ,Քարե,3,63,1,Դիզայներական,90000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,65,2,Զրոյական վիճակ,165000.0
Արաբկիր,Քարե,2,56,3,Նորմալ վիճակ,116000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,61,9,Դիզայներական,180000.0
Արաբկիր,Քարե,2,54,2,Դիզայներական,160000.0
Դավթաշեն,Պանելային,1,54,4,Պետական վիճակ,76000.0
Արաբկիր,Քարե,1,41,2,Կապիտալ,95000.0
Նոր Նորք,Քարե,3,81,4,Պետական վիճակ,90000.0
Արաբկիր,Քարե,3,78,3,Կապիտալ,114000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",3,80,6,Կապիտալ,132000.0
Մալաթիա Սեբաստիա,Պանելային,3,70,1,Կապիտալ,78000.0
Նոր Նորք,Պանելային,3,76,3,Կապիտալ,115000.0
Շենգավիթ,Պանելային,3,98,1,Նորմալ վիճակ,85000.0
Արաբկիր,Այլ,2,64,2,Կապիտալ,110000.0
Արաբկիր,Պանելային,3,84,3,Կապիտալ,149000.0
Մալաթիա Սեբաստիա,Պանելային,3,73,1,Կապիտալ,132000.0
Դավթաշեն,Պանելային,4,95,3,Կապիտալ,155000.0
Արաբկիր,Քարե,2,57,3,Դիզայներական,110000.0
Նոր Նորք,Պանելային,2,71,2,Պետական վիճակ,75000.0
Կենտրոն,Պանելային,2,61,7,Նորմալ վիճակ,170500.0
Դավթաշեն,Պանելային,4,107,8,Կապիտալ,155000.0
Արաբկիր,Պանելային,3,94,7,Նորմալ վիճակ,190000.0
Քանաքեռ Զեյթուն,Պանելային,2,37,2,Կապիտալ,95000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,61,7,Կապիտալ,146000.0
Քանաքեռ Զեյթուն,Պանելային,3,78,3,Պետական վիճակ,135000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,46,4,Զրոյական վիճակ,78000.0
Մալաթիա Սեբաստիա,Պանելային,4,90,5,Կապիտալ,105000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,52,4,Կապիտալ,130000.0
Արաբկիր,Պանելային,2,61,5,Պետական վիճակ,114000.0
Էրեբունի,Քարե,1,36,3,Կապիտալ,67000.0
Արաբկիր,Քարե,2,72,4,Նորմալ վիճակ,115000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,110,14,Դիզայներական,215000.0
Կենտրոն,Քարե,2,61,5,Դիզայներական,159000.0
Քանաքեռ Զեյթուն,Քարե,4,78,2,Դիզայներական,160000.0
Շենգավիթ,Քարե,1,32,4,Կապիտալ,56000.0
Ավան,Քարե,4,103,1,Կապիտալ,100000.0
Արաբկիր,Քարե,1,37,4,Պետական վիճակ,73000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",2,56,4,Զրոյական վիճակ,88000.0
Նոր Նորք,Պանելային,3,110,9,Կապիտալ,87000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,56,3,Կապիտալ,120000.0
Արաբկիր,Քարե,2,70,4,Կապիտալ,125000.0
Նոր Նորք,Պանելային,3,76,8,Կապիտալ,112000.0
Արաբկիր,Պանելային,3,64,5,Դիզայներական,159000.0
Արաբկիր,Պանելային,2,66,6,Նորմալ վիճակ,105000.0
Դավթաշեն,Պանելային,4,87,8,Կոսմետիկ,105000.0
Շենգավիթ,Պանելային,1,41,9,Նորմալ վիճակ,63000.0
Արաբկիր,Քարե,3,90,2,Դիզայներական,230000.0
Աջափնյակ,Քարե,2,60,4,Կապիտալ,73000.0
Արաբկիր,Այլ,2,55,8,Նորմալ վիճակ,92000.0
Նոր Նորք,Քարե,3,66,3,Զրոյական վիճակ,72000.0
Արաբկիր,Քարե,4,101,2,Կապիտալ,200000.0
Նոր Նորք,Պանելային,3,71,2,Պետական վիճակ,75000.0
Մալաթիա Սեբաստիա,Պանելային,3,78,6,Կապիտալ,128000.0
Աջափնյակ,Քարե,4,90,1,Կոսմետիկ,120000.0
Նոր Նորք,Պանելային,3,72,7,Դիզայներական,85000.0
Աջափնյակ,Պանելային,3,79,1,Նորմալ վիճակ,79000.0
Նոր Նորք,Պանելային,3,65,3,Դիզայներական,105000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",1,47,4,Կապիտալ,71000.0
Նոր Նորք,Պանելային,3,78,2,Նորմալ վիճակ,125000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,43,6,Կապիտալ,112000.0
Նոր Նորք,Քարե,3,68,3,Կապիտալ,105000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,53,7,Կապիտալ,218000.0
Արաբկիր,Պանելային,2,63,4,Նորմալ վիճակ,122500.0
Նոր Նորք,Պանելային,2,40,4,Կապիտալ,70000.0
Արաբկիր,Քարե,3,76,2,Նորմալ վիճակ,153000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,57,6,Կապիտալ,175000.0
Արաբկիր,Պանելային,3,90,10,Կապիտալ,160000.0
Արաբկիր,Քարե,2,44,3,Կապիտալ,105000.0
Դավթաշեն,Պանելային,3,96,9,Կապիտալ,136500.0
Արաբկիր,Քարե,2,64,2,Կապիտալ,113000.0
Շենգավիթ,"Մոնոլիտ, Նորակառույց",2,59,7,Զրոյական վիճակ,85000.0
Էրեբունի,Պանելային,2,50,9,Կոսմետիկ,75000.0
Կենտրոն,Քարե,2,30,2,Դիզայներական,115000.0
Նոր Նորք,Մոնոլիտ,2,51,4,Նորմալ վիճակ,66000.0
Դավթաշեն,Պանելային,3,97,4,Կապիտալ,153000.0
Աջափնյակ,Պանելային,2,70,8,Պետական վիճակ,82000.0
Կենտրոն,Մոնոլիտ,3,78,2,Զրոյական վիճակ,179400.0
Արաբկիր,Քարե,2,62,4,Պետական վիճակ,109000.0
Նոր Նորք,Մոնոլիտ,2,71,5,Նորմալ վիճակ,88000.0
Արաբկիր,Քարե,2,44,5,Դիզայներական,86000.0
Արաբկիր,Քարե,3,110,3,Կոսմետիկ,178000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,52,10,Կապիտալ,128000.0
Նոր Նորք,Պանելային,1,37,2,Նորմալ վիճակ,56000.0
Մալաթիա Սեբաստիա,Պանելային,3,81,7,Կոսմետիկ,93000.0
Արաբկիր,Քարե,3,70,4,Կապիտալ,135500.0
Կենտրոն,Քարե,3,77,1,Պետական վիճակ,120000.0
Արաբկիր,Քարե,2,56,3,Կապիտալ,116000.0
Արաբկիր,Քարե,3,70,2,Կապիտալ,150000.0
Նոր Նորք,Քարե,2,58,4,Կապիտալ,118000.0
Քանաքեռ Զեյթուն,Քարե,1,46,4,Պետական վիճակ,64000.0
Կենտրոն,Քարե,4,92,5,Կոսմետիկ,265000.0
Արաբկիր,Պանելային,2,74,7,Կոսմետիկ,71000.0
Կենտրոն,Քարե,3,71,5,Կոսմետիկ,175000.0
Նոր Նորք,Պանելային,3,74,1,Նորմալ վիճակ,73000.0
Դավթաշեն,Պանելային,2,80,1,Կապիտալ,102000.0
Արաբկիր,Քարե,2,56,3,Կապիտալ,115000.0
Արաբկիր,Պանելային,2,71,7,Դիզայներական,135000.0
Կենտրոն,Մոնոլիտ,3,104,15,Կապիտալ,200000.0
Արաբկիր,Պանելային,2,47,4,Դիզայներական,117000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,71,13,Կապիտալ,175000.0
Նոր Նորք,Քարե,2,55,3,Նորմալ վիճակ,77342.0
Նոր Նորք,Պանելային,2,62,2,Կապիտալ,86000.0
Կենտրոն,Քարե,3,68,4,Նորմալ վիճակ,195000.0
Մալաթիա Սեբաստիա,Պանելային,2,38,13,Դիզայներական,61000.0
Կենտրոն,Քարե,2,85,4,Նորմալ վիճակ,205000.0
Նոր Նորք,Պանելային,3,82,2,Կապիտալ,100000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",2,53,1,Պետական վիճակ,73000.0
Արաբկիր,Մոնոլիտ,4,125,9,Կապիտալ,214000.0
Քանաքեռ Զեյթուն,Պանելային,2,52,6,Դիզայներական,100000.0
Շենգավիթ,Քարե,3,55,5,Նորմալ վիճակ,80000.0
Քանաքեռ Զեյթուն,Պանելային,3,98,8,Նորմալ վիճակ,120000.0
Դավթաշեն,Պանելային,4,93,2,Կապիտալ,160000.0
Արաբկիր,Քարե,3,96,2,Պետական վիճակ,190000.0
Արաբկիր,Քարե,3,106,1,Նորմալ վիճակ,170000.0
Նոր Նորք,Քարե,2,52,5,Կոսմետիկ,68000.0
Արաբկիր,Պանելային,3,83,2,Կապիտալ,163000.0
Դավթաշեն,Պանելային,1,54,6,Կապիտալ,90000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,60,4,Զրոյական վիճակ,143000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,68,6,Դիզայներական,210000.0
Աջափնյակ,Քարե,1,38,4,Նորմալ վիճակ,65000.0
Արաբկիր,Պանելային,3,82,10,Նորմալ վիճակ,130000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,84,4,Դիզայներական,220000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",3,65,9,Կապիտալ,215000.0
Արաբկիր,Պանելային,3,82,3,Կապիտալ,180000.0
Արաբկիր,Քարե,3,80,2,Կապիտալ,168000.0
Արաբկիր,Պանելային,2,44,8,Դիզայներական,100000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,74,12,Կապիտալ,155000.0
Քանաքեռ Զեյթուն,Պանելային,2,36,11,Դիզայներական,60000.0
Արաբկիր,Քարե,1,40,2,Նորմալ վիճակ,75000.0
Շենգավիթ,Քարե,2,45,1,Նորմալ վիճակ,73000.0
Աջափնյակ,Քարե,1,48,4,Կապիտալ,59000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,93,2,Կապիտալ,240000.0
Դավթաշեն,Այլ,2,78,2,Կապիտալ,120000.0
Կենտրոն,Քարե,3,69,2,Դիզայներական,198000.0
Դավթաշեն,Մոնոլիտ,3,74,18,Կապիտալ,183000.0
Արաբկիր,Պանելային,4,90,10,Կապիտալ,163500.0
Աջափնյակ,Պանելային,2,78,12,Կապիտալ,91000.0
Արաբկիր,Պանելային,3,80,13,Պետական վիճակ,110000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,52,6,Զրոյական վիճակ,61000.0
Կենտրոն,Պանելային,1,40,8,Պետական վիճակ,70000.0
Կենտրոն,Քարե,3,80,5,Պետական վիճակ,163000.0
Արաբկիր,Քարե,2,54,3,Կապիտալ,140000.0
Կենտրոն,Քարե,2,56,2,Կապիտալ,200000.0
Արաբկիր,Քարե,3,65,2,Պետական վիճակ,99900.0
Արաբկիր,Քարե,3,70,6,Կապիտալ,155000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",3,101,11,Դիզայներական,265000.0
Նոր Նորք,Քարե,4,94,1,Կապիտալ,100000.0
Արաբկիր,Քարե,3,96,3,Նորմալ վիճակ,195000.0
Արաբկիր,Քարե,2,64,5,Նորմալ վիճակ,118000.0
Արաբկիր,Պանելային,3,95,12,Նորմալ վիճակ,160000.0
Արաբկիր,Քարե,2,63,5,Նորմալ վիճակ,108000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",4,96,14,Զրոյական վիճակ,155000.0
Արաբկիր,Պանելային,3,115,10,Դիզայներական,175000.0
Քանաքեռ Զեյթուն,Քարե,2,30,4,Դիզայներական,70000.0
Մալաթիա Սեբաստիա,Պանելային,3,72,3,Կոսմետիկ,93000.0
Քանաքեռ Զեյթուն,Քարե,2,48,1,Կապիտալ,100000.0
Արաբկիր,Քարե,2,54,1,Նորմալ վիճակ,99000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,100,4,Զրոյական վիճակ,230000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,74,5,Կապիտալ,172000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,77,13,Զրոյական վիճակ,108000.0
Դավթաշեն,Պանելային,1,51,6,Նորմալ վիճակ,77000.0
Արաբկիր,Քարե,2,58,4,Դիզայներական,149000.0
Քանաքեռ Զեյթուն,Քարե,3,78,2,Դիզայներական,160000.0
Արաբկիր,Քարե,2,65,2,Պետական վիճակ,99900.0
Արաբկիր,Պանելային,3,82,10,Պետական վիճակ,130000.0
Ավան,Քարե,3,68,5,Կապիտալ,110000.0
Արաբկիր,Քարե,2,63,4,Պետական վիճակ,130000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,85,2,Կապիտալ,212000.0
Արաբկիր,Պանելային,2,67,6,Պետական վիճակ,107000.0
Արաբկիր,Քարե,2,67,3,Պետական վիճակ,150000.0
Դավթաշեն,Պանելային,3,74,8,Կապիտալ,123000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",1,40,8,Կապիտալ,70000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",4,105,2,Կապիտալ,215000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",3,66,11,Զրոյական վիճակ,90000.0
Կենտրոն,Պանելային,2,63,5,Կապիտալ,204000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",3,76,12,Զրոյական վիճակ,142000.0
Աջափնյակ,Պանելային,3,94,13,Կոսմետիկ,93000.0
Մալաթիա Սեբաստիա,Պանելային,3,86,1,Կապիտալ,125000.0
Արաբկիր,Քարե,2,67,5,Կապիտալ,105000.0
Արաբկիր,Քարե,2,73,2,Պետական վիճակ,159000.0
Աջափնյակ,Պանելային,3,83,11,Դիզայներական,130000.0
Շենգավիթ,Քարե,3,72,2,Կապիտալ,131000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,93,4,Կապիտալ,170000.0
Արաբկիր,Քարե,4,110,5,Պետական վիճակ,250000.0
Մալաթիա Սեբաստիա,Քարե,3,74,5,Կոսմետիկ,90000.0
Արաբկիր,Քարե,1,40,2,Նորմալ վիճակ,82000.0
Կենտրոն,Պանելային,2,44,6,Դիզայներական,168000.0
Շենգավիթ,Պանելային,4,108,9,Կապիտալ,146000.0
Արաբկիր,Պանելային,3,69,7,Կապիտալ,152000.0
Քանաքեռ Զեյթուն,Պանելային,3,66,16,Կապիտալ,85000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,88,11,Կապիտալ,250000.0
Մալաթիա Սեբաստիա,Պանելային,4,91,4,Նորմալ վիճակ,97000.0
Արաբկիր,Քարե,2,52,5,Կապիտալ,99000.0
Կենտրոն,Քարե,3,58,4,Կապիտալ,167000.0
Դավթաշեն,Պանելային,3,70,1,Կապիտալ,95000.0
Արաբկիր,Քարե,2,50,5,Դիզայներական,110000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",3,86,8,Դիզայներական,160000.0
Արաբկիր,Պանելային,3,88,3,Նորմալ վիճակ,145000.0
Քանաքեռ Զեյթուն,Պանելային,2,43,2,Կապիտալ,80000.0
Արաբկիր,Պանելային,3,86,7,Նորմալ վիճակ,145000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,56,2,Կապիտալ,143000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",3,98,8,Կապիտալ,165000.0
Աջափնյակ,Քարե,2,43,2,Կապիտալ,74500.0
Արաբկիր,Քարե,2,67,5,Նորմալ վիճակ,105000.0
Նոր Նորք,Պանելային,3,78,2,Կապիտալ,90000.0
Քանաքեռ Զեյթուն,Պանելային,3,78,5,Կոսմետիկ,110000.0
Արաբկիր,"Քարե, Նորակառույց",2,47,4,Կապիտալ,118000.0
Շենգավիթ,Քարե,2,50,3,Կապիտալ,100000.0
Կենտրոն,Պանելային,2,67,9,Դիզայներական,155000.0
Մալաթիա Սեբաստիա,Պանելային,3,94,3,Կապիտալ,110000.0
Նոր Նորք,Պանելային,2,62,3,Պետական վիճակ,82000.0
Նոր Նորք,Քարե,1,36,4,Կապիտալ,68000.0
Մալաթիա Սեբաստիա,Պանելային,4,87,9,Կապիտալ,105000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,61,9,Կապիտալ,180000.0
Նոր Նորք,Քարե,3,68,3,Կապիտալ,108000.0
